,original_sents,sentences,weights
1242,will definitely go back next time we are in london.,time london,12.8069702391
649,now in london we had to find someplace to eat and fiddie's was right around the corner from our marriot.,london someplace corner marriot,12.8069702391
618,this has to be the best kept secret in london!,kept secret london,12.8069702391
167,ordered deliveries since with special requests and was not disappointed either.,deliveries requests,12.7944958947
54,"i'm italian,this means a bit picky about italian food.",bit food,12.7914744246
154,was there with my daughter and we were given such a warm welcome.,daughter welcome,12.7885497707
652,"look just do it, life is short (and so is leo).",look life,12.7719680631
678,"they also serve gluten free manu
working in the area and popped in for my tea.",manu area tea,12.7655435897
25,working in the area and popped in for my tea.,area tea,12.7655435897
709,the menu is very diverse (as a vegetarian there were plenty of options).,menu vegetarian plenty options,12.757726408
273,"fiddie and the other members of staff were so lovely and accommodating, providing excellent service.",fiddie members staff accommodating service,12.7567704389
263,"so well done, fiddie and the chefs in the kitchen.",fiddie chefs kitchen,12.7467067208
622,"then, as a very kind gesture, we got our drinks on the house!",kind gesture drinks house,12.7438045272
1354,for started we had the zucchini fries and the bruschetta.,zucchini fries bruschetta,12.7279692025
1071,the service and food were excellent and just what we needed on a cold night and we will be coming.,service food night,12.723846881
219,enjoyable evening in casual friendly local italian with excellent food .,evening italian food,12.723846881
99,the vegetarian calzone is my favourite.,calzone favourite,12.7207509029
1233,we had an ok time and we had a small discount without asking for it (although this was appropriate in all of the circumstances).,time discount circumstances,12.6855491319
435,well done and see you soon guys!,guys,12.6805189127
135,small cosy restaurant.,cosy restaurant,12.6709773564
233,"highly recommended
really enjoyed the experience of eating here, good service, pleasant staff (with a sense of humour!)",experience eating service staff sense humour,12.664008426
228,"everything else about it from the nutty texture, the perfect consistency, to the flavoursome porcini mushrooms was yummu.",everything texture consistency porcini mushrooms,12.6376864583
722,we will return every month!,month,12.6297565382
989,great little restaurant close to swiss cottage tube.,restaurant close cottage tube,12.6033720451
991,"nice, small restaurant in swiss cottage.",restaurant cottage,12.6033720451
200,"we were welcomed a the door by a real genuine smiling host, neo, really cool fun guy, so good start.",door host fun guy start,12.60091878
1213,thanks leo & lisa for a wonderful evening!,thanks evening,12.5774177586
960,the pudding menu was limited but only two of us still had space for pudding.,pudding menu space pudding,12.5577912824
323,the food is divine and we had such fun.,food fun,12.5539207433
720,"from the moment the phone was picked up to make the booking, the service was friendly and informal.",moment phone booking service,12.5512489435
417,"and did we have a giggle , complimentary wine and birthday cake followed with a rendition of ""happy birthday "" aim at my good lady .",giggle wine birthday rendition birthday aim lady,12.5483714532
569,i also asked for a vat receipt and was told they're not vat registered yet as they have only been open 2 weeks yet there's reviews on here from 6 months ago?,i receipt weeks reviews months,12.52325705
462,a great host who spends time with all his guests and introduces each other.,host time guests introduces,12.5186729808
676,lovely manager/owner made for a very welcoming environment.,manager/owner environment,12.5128694319
213,the friendly and lovely environment and service could be seen and tasted.,environment service,12.5128694319
506,i was initially quite surprised that what is in effect a high street cafe was so high.,i effect street cafe,12.5119693576
597,i have been here several times in different occasions.,i times occasions,12.5065610772
713,"20 mins later, they came out with a glass of wine which was a nice touch and we were soon in thereafter.",mins glass wine touch thereafter,12.4964232049
373,"brilliant food, staff, prices and above all deserving of its number 1 rating.",food staff prices deserving number rating,12.4617599401
109,"the cheese and tomato also tasted really nice in combination with each other, which is hardly a revelation.",cheese tomato combination revelation,12.457232939
943,the presentation and taste is beautiful and very prompt on delivery.,presentation taste delivery,12.4549601857
486,i celebrated my birthday there the food was great and the staff was fantastic i felt like home.,i birthday food staff i home,12.4454622563
280,fiddie's restaurant will leave you with a smile on your face and a happy tummy!,fiddie restaurant smile face tummy,12.4184959266
750,"they have tried to make these as varied as possible given the limited number, but unfortunately this comes at the expense of several classic italian dishes being missing from the menu.",number expense dishes menu,12.406607755
963,"high quality dishes and with a great menu to choose from,we ordered more than we could eat!",quality dishes menu,12.406607755
1356,we paid £45 (including tip for 2 courses each and 4 drinks) which is an absolute steal for the quality of the food.,£45 tip courses drinks steal quality food,12.399206924
